ONCENTER,,OFFCENTER
,,
"7785,0,0",,"7785,0,0"
,,
"7785,0,0",,"7785,0,0"
,,
"7785,0,0",,"7785,0,0"
,,
"7785,0,0",,"7785,0,0"
,,
"7785,0,0",,"7785,0,0"
,,
"7786,2,5",,"7786,-2,0"
,,
"7786,-1,0",,"7786,1,6"
,,
"7786,-2,0",,"7786,2,5"
,,
"7786,0,0",,"7786,0,0"
,,
"7786,0,0",,"7786,0,0"
,,
"7786,0,0",,"7786,0,0"
,,
"7786,0,0",,"7786,0,0"
,,
"7786,0,0",,"7786,0,0"
,,
"7786,0,0",,"7786,0,0"
,,
"7787,2,5",,"7787,-2,0"
,,
"7787,-2,0",,"7787,2,5"
,,
"7787,-1,0",,"7787,1,6"
,,
"7787,0,0",,"7787,0,0"
,,
"7787,0,0",,"7787,0,0"
,,
"7787,0,0",,"7787,0,0"
,,
"7787,0,0",,"7787,0,0"
,,
"7787,0,0",,"7787,0,0"
,,
"7787,0,0",,"7787,0,0"
,,
"7788,-3,0",,"7788,3,4"
,,
"7788,0,0",,"7788,0,0"
,,
"7788,0,0",,"7788,0,0"
,,
"7788,0,0",,"7788,0,0"
,,
"7788,0,0",,"7788,0,0"
,,
"7788,0,0",,"7788,0,0"
,,
"7788,0,0",,"7788,0,0"
,,
"7788,0,0",,"7788,0,0"
,,
"7788,0,0",,"7788,0,0"
,,
"7789,2,5",,"7789,-2,0"
,,
"7789,-1,0",,"7789,1,6"
,,
"7789,-3,0",,"7789,3,4"
,,
"7789,0,0",,"7789,0,0"
,,
"7789,0,0",,"7789,0,0"
,,
"7789,0,0",,"7789,0,0"
,,
"7789,0,0",,"7789,0,0"
,,
"7789,0,0",,"7789,0,0"
,,
"7789,0,0",,"7789,0,0"
,,
"7790,2,5",,"7790,-2,0"
,,
"7790,-2,0",,"7790,2,5"
,,
"7790,-1,0",,"7790,1,6"
,,
"7790,0,0",,"7790,0,0"
,,
"7790,0,0",,"7790,0,0"
,,
"7790,0,0",,"7790,0,0"
,,
"7790,0,0",,"7790,0,0"
,,
"7790,0,0",,"7790,0,0"
,,
"7790,0,0",,"7790,0,0"
,,
"7791,2,5",,"7791,-2,0"
,,
"7791,-1,0",,"7791,1,6"
,,
"7791,-1,0",,"7791,1,6"
,,
"7791,0,0",,"7791,0,0"
,,
"7791,0,0",,"7791,0,0"
,,
"7791,0,0",,"7791,0,0"
,,
"7791,0,0",,"7791,0,0"
,,
"7791,0,0",,"7791,0,0"
,,
"7791,0,0",,"7791,0,0"
,,
"7792,2,5",,"7792,-2,0"
,,
"7792,-2,0",,"7792,2,5"
,,
"7792,-2,0",,"7792,2,5"
,,
"7792,0,0",,"7792,0,0"
,,
"7792,0,0",,"7792,0,0"
,,
"7792,0,0",,"7792,0,0"
,,
"7792,0,0",,"7792,0,0"
,,
"7792,0,0",,"7792,0,0"
,,
"7792,0,0",,"7792,0,0"
,,
"7793,2,5",,"7793,-2,0"
,,
"7793,-1,0",,"7793,1,6"
,,
"7793,-2,0",,"7793,2,5"
,,
"7793,0,0",,"7793,0,0"
,,
"7793,0,0",,"7793,0,0"
,,
"7793,0,0",,"7793,0,0"
,,
"7793,0,0",,"7793,0,0"
,,
"7793,0,0",,"7793,0,0"
,,
"7793,0,0",,"7793,0,0"
,,
"7794,1,6",,"7794,-1,0"
,,
"7794,0,0",,"7794,0,0"
,,
"7794,-2,0",,"7794,2,5"
,,
"7794,0,0",,"7794,0,0"
,,
"7794,0,0",,"7794,0,0"
,,
"7794,0,0",,"7794,0,0"
,,
"7794,0,0",,"7794,0,0"
,,
"7794,0,0",,"7794,0,0"
,,
"7794,0,0",,"7794,0,0"
,,
"7795,1,6",,"7795,-1,0"
,,
"7795,0,0",,"7795,0,0"
,,
"7795,-2,0",,"7795,2,5"
,,
"7795,0,0",,"7795,0,0"
,,
"7795,0,0",,"7795,0,0"
,,
"7795,0,0",,"7795,0,0"
,,
"7795,0,0",,"7795,0,0"
,,
"7795,0,0",,"7795,0,0"
,,
"7795,0,0",,"7795,0,0"
,,
"7796,2,5",,"7796,-2,0"
,,
"7796,-3,0",,"7796,3,4"
,,
"7796,-2,0",,"7796,2,5"
,,
"7796,0,0",,"7796,0,0"
,,
"7796,0,0",,"7796,0,0"
,,
"7796,0,0",,"7796,0,0"
,,
"7796,0,0",,"7796,0,0"
,,
"7796,0,0",,"7796,0,0"
,,
"7796,0,0",,"7796,0,0"
,,
"7797,-3,0",,"7797,3,4"
,,
"7797,-1,0",,"7797,1,6"
,,
"7797,-2,0",,"7797,2,5"
,,
"7797,0,0",,"7797,0,0"
,,
"7797,0,0",,"7797,0,0"
,,
"7797,0,0",,"7797,0,0"
,,
"7797,0,0",,"7797,0,0"
,,
"7797,0,0",,"7797,0,0"
,,
"7797,0,0",,"7797,0,0"
,,
"7798,1,6",,"7798,-1,0"
,,
"7798,1,6",,"7798,-1,0"
,,
"7798,-1,0",,"7798,1,6"
,,
"7798,0,0",,"7798,0,0"
,,
"7798,0,0",,"7798,0,0"
,,
"7798,0,0",,"7798,0,0"
,,
"7798,0,0",,"7798,0,0"
,,
"7798,0,0",,"7798,0,0"
,,
"7798,0,0",,"7798,0,0"
,,
"7799,1,6",,"7799,-1,0"
,,
"7799,-1,0",,"7799,1,6"
,,
"7799,0,0",,"7799,0,0"
,,
"7799,0,0",,"7799,0,0"
,,
"7799,0,0",,"7799,0,0"
,,
"7799,0,0",,"7799,0,0"
,,
"7799,0,0",,"7799,0,0"
,,
"7799,0,0",,"7799,0,0"
,,
"7799,0,0",,"7799,0,0"
,,
"7800,-1,0",,"7800,1,6"
,,
"7800,-2,0",,"7800,2,5"
,,
"7800,-1,0",,"7800,1,6"
,,
"7800,0,0",,"7800,0,0"
,,
"7800,0,0",,"7800,0,0"
,,
"7800,0,0",,"7800,0,0"
,,
"7800,0,0",,"7800,0,0"
,,
"7800,0,0",,"7800,0,0"
,,
"7800,0,0",,"7800,0,0"
,,
"7801,1,6",,"7801,-1,0"
,,
"7801,1,6",,"7801,-1,0"
,,
"7801,-2,0",,"7801,2,5"
,,
"7801,0,0",,"7801,0,0"
,,
"7801,0,0",,"7801,0,0"
,,
"7801,0,0",,"7801,0,0"
,,
"7801,0,0",,"7801,0,0"
,,
"7801,0,0",,"7801,0,0"
,,
"7801,0,0",,"7801,0,0"
,,
"7802,1,6",,"7802,-1,0"
,,
"7802,-2,0",,"7802,2,5"
,,
"7802,-2,0",,"7802,2,5"
,,
"7802,0,0",,"7802,0,0"
,,
"7802,0,0",,"7802,0,0"
,,
"7802,0,0",,"7802,0,0"
,,
"7802,0,0",,"7802,0,0"
,,
"7802,0,0",,"7802,0,0"
,,
"7802,0,0",,"7802,0,0"
,,
"7803,2,5",,"7803,-2,0"
,,
"7803,-2,0",,"7803,2,5"
,,
"7803,-1,0",,"7803,1,6"
,,
"7803,0,0",,"7803,0,0"
,,
"7803,0,0",,"7803,0,0"
,,
"7803,0,0",,"7803,0,0"
,,
"7803,0,0",,"7803,0,0"
,,
"7803,0,0",,"7803,0,0"
,,
"7803,0,0",,"7803,0,0"
,,
"7804,1,6",,"7804,-1,0"
,,
"7804,1,6",,"7804,-1,0"
,,
"7804,-4,0",,"7804,4,0"
,,
"7804,0,0",,"7804,0,0"
,,
"7804,0,0",,"7804,0,0"
,,
"7804,0,0",,"7804,0,0"
,,
"7804,0,0",,"7804,0,0"
,,
"7804,0,0",,"7804,0,0"
,,
"7804,0,0",,"7804,0,0"
,,
"7805,-3,0",,"7805,3,4"
,,
"7805,0,0",,"7805,0,0"
,,
"7805,-1,0",,"7805,1,6"
,,
"7805,0,0",,"7805,0,0"
,,
"7805,0,0",,"7805,0,0"
,,
"7805,0,0",,"7805,0,0"
,,
"7805,0,0",,"7805,0,0"
,,
"7805,0,0",,"7805,0,0"
,,
"7805,0,0",,"7805,0,0"
,,
"7806,2,5",,"7806,-2,0"
,,
"7806,-2,0",,"7806,2,5"
,,
"7806,0,0",,"7806,0,0"
,,
"7806,0,0",,"7806,0,0"
,,
"7806,0,0",,"7806,0,0"
,,
"7806,0,0",,"7806,0,0"
,,
"7806,0,0",,"7806,0,0"
,,
"7806,0,0",,"7806,0,0"
,,
"7806,0,0",,"7806,0,0"
,,
"7807,2,5",,"7807,-2,0"
,,
"7807,-2,0",,"7807,2,5"
,,
"7807,-2,0",,"7807,2,5"
,,
"7807,0,0",,"7807,0,0"
,,
"7807,0,0",,"7807,0,0"
,,
"7807,0,0",,"7807,0,0"
,,
"7807,0,0",,"7807,0,0"
,,
"7807,0,0",,"7807,0,0"
,,
"7807,0,0",,"7807,0,0"
,,
"7808,2,5",,"7808,-2,0"
,,
"7808,-2,0",,"7808,2,5"
,,
"7808,-2,0",,"7808,2,5"
,,
"7808,0,0",,"7808,0,0"
,,
"7808,0,0",,"7808,0,0"
,,
"7808,0,0",,"7808,0,0"
,,
"7808,0,0",,"7808,0,0"
,,
"7808,0,0",,"7808,0,0"
,,
"7808,0,0",,"7808,0,0"
,,
"7809,0,0",,"7809,0,0"
,,
"7809,3,4",,"7809,-3,0"
,,
"7809,-3,0",,"7809,3,4"
,,
"7809,0,0",,"7809,0,0"
,,
"7809,0,0",,"7809,0,0"
,,
"7809,0,0",,"7809,0,0"
,,
"7809,0,0",,"7809,0,0"
,,
"7809,0,0",,"7809,0,0"
,,
"7809,0,0",,"7809,0,0"
,,
"7810,-2,0",,"7810,2,5"
,,
"7810,-1,0",,"7810,1,6"
,,
"7810,-1,0",,"7810,1,6"
,,
"7810,0,0",,"7810,0,0"
,,
"7810,0,0",,"7810,0,0"
,,
"7810,0,0",,"7810,0,0"
,,
"7810,0,0",,"7810,0,0"
,,
"7810,0,0",,"7810,0,0"
,,
"7810,0,0",,"7810,0,0"
,,
"7811,2,5",,"7811,-2,0"
,,
"7811,-1,0",,"7811,1,6"
,,
"7811,-1,0",,"7811,1,6"
,,
"7811,0,0",,"7811,0,0"
,,
"7811,0,0",,"7811,0,0"
,,
"7811,0,0",,"7811,0,0"
,,
"7811,0,0",,"7811,0,0"
,,
"7811,0,0",,"7811,0,0"
,,
"7811,0,0",,"7811,0,0"
,,
"7812,-2,0",,"7812,2,5"
,,
"7812,-1,0",,"7812,1,6"
,,
"7812,-1,0",,"7812,1,6"
,,
"7812,0,0",,"7812,0,0"
,,
"7812,0,0",,"7812,0,0"
,,
"7812,0,0",,"7812,0,0"
,,
"7812,0,0",,"7812,0,0"
,,
"7812,0,0",,"7812,0,0"
,,
"7812,0,0",,"7812,0,0"
,,
"7813,-3,0",,"7813,3,4"
,,
"7813,0,0",,"7813,0,0"
,,
"7813,0,0",,"7813,0,0"
,,
"7813,0,0",,"7813,0,0"
,,
"7813,0,0",,"7813,0,0"
,,
"7813,0,0",,"7813,0,0"
,,
"7813,0,0",,"7813,0,0"
,,
"7813,0,0",,"7813,0,0"
,,
"7813,0,0",,"7813,0,0"
,,
"7814,1,6",,"7814,-1,0"
,,
"7814,-1,0",,"7814,1,6"
,,
"7814,-2,0",,"7814,2,5"
,,
"7814,0,0",,"7814,0,0"
,,
"7814,0,0",,"7814,0,0"
,,
"7814,0,0",,"7814,0,0"
,,
"7814,0,0",,"7814,0,0"
,,
"7814,0,0",,"7814,0,0"
,,
"7814,0,0",,"7814,0,0"
,,
"7815,1,6",,"7815,-1,0"
,,
"7815,-1,0",,"7815,1,6"
,,
"7815,0,0",,"7815,0,0"
,,
"7815,0,0",,"7815,0,0"
,,
"7815,0,0",,"7815,0,0"
,,
"7815,0,0",,"7815,0,0"
,,
"7815,0,0",,"7815,0,0"
,,
"7815,0,0",,"7815,0,0"
,,
"7815,0,0",,"7815,0,0"
,,
"7816,1,6",,"7816,-1,0"
,,
"7816,-2,0",,"7816,2,5"
,,
"7816,-2,0",,"7816,2,5"
,,
"7816,0,0",,"7816,0,0"
,,
"7816,0,0",,"7816,0,0"
,,
"7816,0,0",,"7816,0,0"
,,
"7816,0,0",,"7816,0,0"
,,
"7816,0,0",,"7816,0,0"
,,
"7816,0,0",,"7816,0,0"
,,
"7817,1,6",,"7817,-1,0"
,,
"7817,-3,0",,"7817,3,4"
,,
"7817,-1,0",,"7817,1,6"
,,
"7817,0,0",,"7817,0,0"
,,
"7817,0,0",,"7817,0,0"
,,
"7817,0,0",,"7817,0,0"
,,
"7817,0,0",,"7817,0,0"
,,
"7817,0,0",,"7817,0,0"
,,
"7817,0,0",,"7817,0,0"
,,
"7818,0,0",,"7818,0,0"
,,
"7818,-3,0",,"7818,3,4"
,,
"7818,-1,0",,"7818,1,6"
,,
"7818,0,0",,"7818,0,0"
,,
"7818,0,0",,"7818,0,0"
,,
"7818,0,0",,"7818,0,0"
,,
"7818,0,0",,"7818,0,0"
,,
"7818,0,0",,"7818,0,0"
,,
"7818,0,0",,"7818,0,0"
,,
"7819,0,0",,"7819,0,0"
,,
"7819,3,4",,"7819,-3,0"
,,
"7819,-2,0",,"7819,2,5"
,,
"7819,0,0",,"7819,0,0"
,,
"7819,0,0",,"7819,0,0"
,,
"7819,0,0",,"7819,0,0"
,,
"7819,0,0",,"7819,0,0"
,,
"7819,0,0",,"7819,0,0"
,,
"7819,0,0",,"7819,0,0"
,,
"7820,2,5",,"7820,-2,0"
,,
"7820,-2,0",,"7820,2,5"
,,
"7820,0,0",,"7820,0,0"
,,
"7820,0,0",,"7820,0,0"
,,
"7820,0,0",,"7820,0,0"
,,
"7820,0,0",,"7820,0,0"
,,
"7820,0,0",,"7820,0,0"
,,
"7820,0,0",,"7820,0,0"
,,
"7820,0,0",,"7820,0,0"
,,
"7821,0,0",,"7821,0,0"
,,
"7821,2,5",,"7821,-2,0"
,,
"7821,-2,0",,"7821,2,5"
,,
"7821,0,0",,"7821,0,0"
,,
"7821,0,0",,"7821,0,0"
,,
"7821,0,0",,"7821,0,0"
,,
"7821,0,0",,"7821,0,0"
,,
"7821,0,0",,"7821,0,0"
,,
"7821,0,0",,"7821,0,0"
,,
"7822,2,5",,"7822,-2,0"
,,
"7822,-3,0",,"7822,3,4"
,,
"7822,-3,0",,"7822,3,4"
,,
"7822,0,0",,"7822,0,0"
,,
"7822,0,0",,"7822,0,0"
,,
"7822,0,0",,"7822,0,0"
,,
"7822,0,0",,"7822,0,0"
,,
"7822,0,0",,"7822,0,0"
,,
"7822,0,0",,"7822,0,0"
,,
"7823,-1,0",,"7823,1,6"
,,
"7823,-2,0",,"7823,2,5"
,,
"7823,-1,0",,"7823,1,6"
,,
"7823,0,0",,"7823,0,0"
,,
"7823,0,0",,"7823,0,0"
,,
"7823,0,0",,"7823,0,0"
,,
"7823,0,0",,"7823,0,0"
,,
"7823,0,0",,"7823,0,0"
,,
"7823,0,0",,"7823,0,0"
,,
"7824,2,5",,"7824,-2,0"
,,
"7824,-1,0",,"7824,1,6"
,,
"7824,-1,0",,"7824,1,6"
,,
"7824,0,0",,"7824,0,0"
,,
"7824,0,0",,"7824,0,0"
,,
"7824,0,0",,"7824,0,0"
,,
"7824,0,0",,"7824,0,0"
,,
"7824,0,0",,"7824,0,0"
,,
"7824,0,0",,"7824,0,0"
,,
"7825,2,5",,"7825,-2,0"
,,
"7825,-2,0",,"7825,2,5"
,,
"7825,-2,0",,"7825,2,5"
,,
"7825,0,0",,"7825,0,0"
,,
"7825,0,0",,"7825,0,0"
,,
"7825,0,0",,"7825,0,0"
,,
"7825,0,0",,"7825,0,0"
,,
"7825,0,0",,"7825,0,0"
,,
"7825,0,0",,"7825,0,0"
,,
"7826,0,0",,"7826,0,0"
,,
"7826,-2,0",,"7826,2,5"
,,
"7826,-2,0",,"7826,2,5"
,,
"7826,0,0",,"7826,0,0"
,,
"7826,0,0",,"7826,0,0"
,,
"7826,0,0",,"7826,0,0"
,,
"7826,0,0",,"7826,0,0"
,,
"7826,0,0",,"7826,0,0"
,,
"7826,0,0",,"7826,0,0"
,,
"7827,0,0",,"7827,0,0"
,,
"7827,-2,0",,"7827,2,5"
,,
"7827,-1,0",,"7827,1,6"
,,
"7827,0,0",,"7827,0,0"
,,
"7827,0,0",,"7827,0,0"
,,
"7827,0,0",,"7827,0,0"
,,
"7827,0,0",,"7827,0,0"
,,
"7827,0,0",,"7827,0,0"
,,
"7827,0,0",,"7827,0,0"
,,
"7828,0,0",,"7828,0,0"
,,
"7828,-1,0",,"7828,1,6"
,,
"7828,0,0",,"7828,0,0"
,,
"7828,0,0",,"7828,0,0"
,,
"7828,0,0",,"7828,0,0"
,,
"7828,0,0",,"7828,0,0"
,,
"7828,0,0",,"7828,0,0"
,,
"7828,0,0",,"7828,0,0"
,,
"7828,0,0",,"7828,0,0"
,,
"7829,3,4",,"7829,-3,0"
,,
"7829,-3,0",,"7829,3,4"
,,
"7829,-2,0",,"7829,2,5"
,,
"7829,0,0",,"7829,0,0"
,,
"7829,0,0",,"7829,0,0"
,,
"7829,0,0",,"7829,0,0"
,,
"7829,0,0",,"7829,0,0"
,,
"7829,0,0",,"7829,0,0"
,,
"7829,0,0",,"7829,0,0"
,,
"7830,2,5",,"7830,-2,0"
,,
"7830,-2,0",,"7830,2,5"
,,
"7830,0,0",,"7830,0,0"
,,
"7830,0,0",,"7830,0,0"
,,
"7830,0,0",,"7830,0,0"
,,
"7830,0,0",,"7830,0,0"
,,
"7830,0,0",,"7830,0,0"
,,
"7830,0,0",,"7830,0,0"
,,
"7830,0,0",,"7830,0,0"
,,
"7831,1,6",,"7831,-1,0"
,,
"7831,0,0",,"7831,0,0"
,,
"7831,-1,0",,"7831,1,6"
,,
"7831,0,0",,"7831,0,0"
,,
"7831,0,0",,"7831,0,0"
,,
"7831,0,0",,"7831,0,0"
,,
"7831,0,0",,"7831,0,0"
,,
"7831,0,0",,"7831,0,0"
,,
"7831,0,0",,"7831,0,0"
,,
"7832,1,6",,"7832,-1,0"
,,
"7832,-1,0",,"7832,1,6"
,,
"7832,-2,0",,"7832,2,5"
,,
"7832,0,0",,"7832,0,0"
,,
"7832,0,0",,"7832,0,0"
,,
"7832,0,0",,"7832,0,0"
,,
"7832,0,0",,"7832,0,0"
,,
"7832,0,0",,"7832,0,0"
,,
"7832,0,0",,"7832,0,0"
,,
"7833,2,5",,"7833,-2,0"
,,
"7833,-2,0",,"7833,2,5"
,,
"7833,-2,0",,"7833,2,5"
,,
"7833,0,0",,"7833,0,0"
,,
"7833,0,0",,"7833,0,0"
,,
"7833,0,0",,"7833,0,0"
,,
"7833,0,0",,"7833,0,0"
,,
"7833,0,0",,"7833,0,0"
,,
"7833,0,0",,"7833,0,0"
,,
"7834,2,5",,"7834,-2,0"
,,
"7834,-1,0",,"7834,1,6"
,,
"7834,-1,0",,"7834,1,6"
,,
"7834,0,0",,"7834,0,0"
,,
"7834,0,0",,"7834,0,0"
,,
"7834,0,0",,"7834,0,0"
,,
"7834,0,0",,"7834,0,0"
,,
"7834,0,0",,"7834,0,0"
,,
"7834,0,0",,"7834,0,0"
,,
"7835,1,6",,"7835,-1,0"
,,
"7835,2,5",,"7835,-2,0"
,,
"7835,-2,0",,"7835,2,5"
,,
"7835,0,0",,"7835,0,0"
,,
"7835,0,0",,"7835,0,0"
,,
"7835,0,0",,"7835,0,0"
,,
"7835,0,0",,"7835,0,0"
,,
"7835,0,0",,"7835,0,0"
,,
"7835,0,0",,"7835,0,0"
,,
"7836,2,5",,"7836,-2,0"
,,
"7836,-3,0",,"7836,3,4"
,,
"7836,-1,0",,"7836,1,6"
,,
"7836,0,0",,"7836,0,0"
,,
"7836,0,0",,"7836,0,0"
,,
"7836,0,0",,"7836,0,0"
,,
"7836,0,0",,"7836,0,0"
,,
"7836,0,0",,"7836,0,0"
,,
"7836,0,0",,"7836,0,0"
,,
"7837,-1,0",,"7837,1,6"
,,
"7837,-2,0",,"7837,2,5"
,,
"7837,-3,0",,"7837,3,4"
,,
"7837,0,0",,"7837,0,0"
,,
"7837,0,0",,"7837,0,0"
,,
"7837,0,0",,"7837,0,0"
,,
"7837,0,0",,"7837,0,0"
,,
"7837,0,0",,"7837,0,0"
,,
"7837,0,0",,"7837,0,0"
,,
"7838,0,0",,"7838,0,0"
,,
"7838,2,5",,"7838,-2,0"
,,
"7838,-4,0",,"7838,4,0"
,,
"7838,0,0",,"7838,0,0"
,,
"7838,0,0",,"7838,0,0"
,,
"7838,0,0",,"7838,0,0"
,,
"7838,0,0",,"7838,0,0"
,,
"7838,0,0",,"7838,0,0"
,,
"7838,0,0",,"7838,0,0"
,,
"7839,1,6",,"7839,-1,0"
,,
"7839,-2,0",,"7839,2,5"
,,
"7839,1,6",,"7839,-1,0"
,,
"7839,0,0",,"7839,0,0"
,,
"7839,0,0",,"7839,0,0"
,,
"7839,0,0",,"7839,0,0"
,,
"7839,0,0",,"7839,0,0"
,,
"7839,0,0",,"7839,0,0"
,,
"7839,0,0",,"7839,0,0"
,,
"7840,1,6",,"7840,-1,0"
,,
"7840,-3,0",,"7840,3,4"
,,
"7840,-1,0",,"7840,1,6"
,,
"7840,0,0",,"7840,0,0"
,,
"7840,0,0",,"7840,0,0"
,,
"7840,0,0",,"7840,0,0"
,,
"7840,0,0",,"7840,0,0"
,,
"7840,0,0",,"7840,0,0"
,,
"7840,0,0",,"7840,0,0"
,,
"7841,0,0",,"7841,0,0"
,,
"7841,-2,0",,"7841,2,5"
,,
"7841,-1,0",,"7841,1,6"
,,
"7841,0,0",,"7841,0,0"
,,
"7841,0,0",,"7841,0,0"
,,
"7841,0,0",,"7841,0,0"
,,
"7841,0,0",,"7841,0,0"
,,
"7841,0,0",,"7841,0,0"
,,
"7841,0,0",,"7841,0,0"
,,
"7842,3,4",,"7842,-3,0"
,,
"7842,-3,0",,"7842,3,4"
,,
"7842,-1,0",,"7842,1,6"
,,
"7842,0,0",,"7842,0,0"
,,
"7842,0,0",,"7842,0,0"
,,
"7842,0,0",,"7842,0,0"
,,
"7842,0,0",,"7842,0,0"
,,
"7842,0,0",,"7842,0,0"
,,
"7842,0,0",,"7842,0,0"
,,
"7843,0,0",,"7843,0,0"
,,
"7843,1,6",,"7843,-1,0"
,,
"7843,-2,0",,"7843,2,5"
,,
"7843,0,0",,"7843,0,0"
,,
"7843,0,0",,"7843,0,0"
,,
"7843,0,0",,"7843,0,0"
,,
"7843,0,0",,"7843,0,0"
,,
"7843,0,0",,"7843,0,0"
,,
"7843,0,0",,"7843,0,0"
,,
"7844,2,5",,"7844,-2,0"
,,
"7844,-3,0",,"7844,3,4"
,,
"7844,-3,0",,"7844,3,4"
,,
"7844,0,0",,"7844,0,0"
,,
"7844,0,0",,"7844,0,0"
,,
"7844,0,0",,"7844,0,0"
,,
"7844,0,0",,"7844,0,0"
,,
"7844,0,0",,"7844,0,0"
,,
"7844,0,0",,"7844,0,0"
,,
"7845,-1,0",,"7845,1,6"
,,
"7845,0,0",,"7845,0,0"
,,
"7845,0,0",,"7845,0,0"
,,
"7845,0,0",,"7845,0,0"
,,
"7845,0,0",,"7845,0,0"
,,
"7845,0,0",,"7845,0,0"
,,
"7845,0,0",,"7845,0,0"
,,
"7845,0,0",,"7845,0,0"
,,
"7845,0,0",,"7845,0,0"
,,
"7846,0,0",,"7846,0,0"
,,
"7846,2,5",,"7846,-2,0"
,,
"7846,-3,0",,"7846,3,4"
,,
"7846,0,0",,"7846,0,0"
,,
"7846,0,0",,"7846,0,0"
,,
"7846,0,0",,"7846,0,0"
,,
"7846,0,0",,"7846,0,0"
,,
"7846,0,0",,"7846,0,0"
,,
"7846,0,0",,"7846,0,0"
,,
"7847,2,5",,"7847,-2,0"
,,
"7847,-3,0",,"7847,3,4"
,,
"7847,-1,0",,"7847,1,6"
,,
"7847,0,0",,"7847,0,0"
,,
"7847,0,0",,"7847,0,0"
,,
"7847,0,0",,"7847,0,0"
,,
"7847,0,0",,"7847,0,0"
,,
"7847,0,0",,"7847,0,0"
,,
"7847,0,0",,"7847,0,0"
,,
"7848,2,5",,"7848,-2,0"
,,
"7848,-2,0",,"7848,2,5"
,,
"7848,-2,0",,"7848,2,5"
,,
"7848,0,0",,"7848,0,0"
,,
"7848,0,0",,"7848,0,0"
,,
"7848,0,0",,"7848,0,0"
,,
"7848,0,0",,"7848,0,0"
,,
"7848,0,0",,"7848,0,0"
,,
"7848,0,0",,"7848,0,0"
,,
"7849,3,4",,"7849,-3,0"
,,
"7849,-3,0",,"7849,3,4"
,,
"7849,0,0",,"7849,0,0"
,,
"7849,0,0",,"7849,0,0"
,,
"7849,0,0",,"7849,0,0"
,,
"7849,0,0",,"7849,0,0"
,,
"7849,0,0",,"7849,0,0"
,,
"7849,0,0",,"7849,0,0"
,,
"7849,0,0",,"7849,0,0"
,,
"7850,-2,0",,"7850,2,5"
,,
"7850,-1,0",,"7850,1,6"
,,
"7850,-2,0",,"7850,2,5"
,,
"7850,0,0",,"7850,0,0"
,,
"7850,0,0",,"7850,0,0"
,,
"7850,0,0",,"7850,0,0"
,,
"7850,0,0",,"7850,0,0"
,,
"7850,0,0",,"7850,0,0"
,,
"7850,0,0",,"7850,0,0"
,,
"7851,0,0",,"7851,0,0"
,,
"7851,-2,0",,"7851,2,5"
,,
"7851,-1,0",,"7851,1,6"
,,
"7851,0,0",,"7851,0,0"
,,
"7851,0,0",,"7851,0,0"
,,
"7851,0,0",,"7851,0,0"
,,
"7851,0,0",,"7851,0,0"
,,
"7851,0,0",,"7851,0,0"
,,
"7851,0,0",,"7851,0,0"
,,
"7852,2,5",,"7852,-2,0"
,,
"7852,-2,0",,"7852,2,5"
,,
"7852,0,0",,"7852,0,0"
,,
"7852,0,0",,"7852,0,0"
,,
"7852,0,0",,"7852,0,0"
,,
"7852,0,0",,"7852,0,0"
,,
"7852,0,0",,"7852,0,0"
,,
"7852,0,0",,"7852,0,0"
,,
"7852,0,0",,"7852,0,0"
,,
"7853,2,5",,"7853,-2,0"
,,
"7853,-2,0",,"7853,2,5"
,,
"7853,0,0",,"7853,0,0"
,,
"7853,0,0",,"7853,0,0"
,,
"7853,0,0",,"7853,0,0"
,,
"7853,0,0",,"7853,0,0"
,,
"7853,0,0",,"7853,0,0"
,,
"7853,0,0",,"7853,0,0"
,,
"7853,0,0",,"7853,0,0"
,,
"7854,-1,0",,"7854,1,6"
,,
"7854,-1,0",,"7854,1,6"
,,
"7854,-3,0",,"7854,3,4"
,,
"7854,0,0",,"7854,0,0"
,,
"7854,0,0",,"7854,0,0"
,,
"7854,0,0",,"7854,0,0"
,,
"7854,0,0",,"7854,0,0"
,,
"7854,0,0",,"7854,0,0"
,,
"7854,0,0",,"7854,0,0"
,,
"7855,0,0",,"7855,0,0"
,,
"7855,-1,0",,"7855,1,6"
,,
"7855,0,0",,"7855,0,0"
,,
"7855,0,0",,"7855,0,0"
,,
"7855,0,0",,"7855,0,0"
,,
"7855,0,0",,"7855,0,0"
,,
"7855,0,0",,"7855,0,0"
,,
"7855,0,0",,"7855,0,0"
,,
"7855,0,0",,"7855,0,0"
,,
"7856,2,5",,"7856,-2,0"
,,
"7856,-2,0",,"7856,2,5"
,,
"7856,0,0",,"7856,0,0"
,,
"7856,0,0",,"7856,0,0"
,,
"7856,0,0",,"7856,0,0"
,,
"7856,0,0",,"7856,0,0"
,,
"7856,0,0",,"7856,0,0"
,,
"7856,0,0",,"7856,0,0"
,,
"7856,0,0",,"7856,0,0"
,,
"7857,1,6",,"7857,-1,0"
,,
"7857,-2,0",,"7857,2,5"
,,
"7857,-2,0",,"7857,2,5"
,,
"7857,0,0",,"7857,0,0"
,,
"7857,0,0",,"7857,0,0"
,,
"7857,0,0",,"7857,0,0"
,,
"7857,0,0",,"7857,0,0"
,,
"7857,0,0",,"7857,0,0"
,,
"7857,0,0",,"7857,0,0"
,,
"7858,1,6",,"7858,-1,0"
,,
"7858,-1,0",,"7858,1,6"
,,
"7858,0,0",,"7858,0,0"
,,
"7858,0,0",,"7858,0,0"
,,
